e,r,r
12118,-58,-9
12119,-7,-56
12120,-78,-29
12121,-72,-23
12122,-41,-90
12123,-8,-57
12124,-101,-52
12125,-48,-97
12126,-79,-30
12127,-54,-5
12128,-20,-69
12129,-85,-134
12130,-10,-59
12131,-73,-24
12132,-65,-65
12133,-66,-17
12134,-81,-81
12135,-94,-45
12136,-86,-37
12137,-9,-58
12138,-66,-17
12139,-65,-65
12140,-67,-67
12141,-69,-20
12142,-6,-55
12143,-61,-12
12144,-4,-53
12145,-12,-61
12146,-12,-61
12147,-17,-66
12148,-54,-5
12149,-6,-55
12150,-58,-9
12151,-43,-92
12152,-111,-62
12153,-23,-72
12154,-17,-66
12155,-60,-11
12156,-65,-16
12157,-27,-76
12158,-12,-61
12159,-50,-99
12160,-27,-76
12161,-83,-83
12162,-59,-10
12163,-59,-108
12164,-15,-64
12165,-38,-87
12166,-23,-72
12167,-31,-80
12168,-94,-45
12169,-17,-66
12170,-44,-93
12171,-114,-65
12172,-64,-15
12173,-65,-16
12174,-71,-22
12175,-40,-89
12176,-80,-31
12177,-13,-62
12178,-70,-21
12179,-57,-8
12180,-5,-54
12181,-24,-73
12182,-42,-91
12183,-21,-70
12184,-58,-9
12185,-69,-20
12186,-78,-29
12187,-73,-24
12188,-73,-24
12189,-60,-11
12190,-24,-73
12191,-25,-74
12192,-94,-94
12193,-30,-79
12194,-19,-68
12195,-6,-55
12196,-70,-21
12197,-28,-77
12198,-15,-64
12199,-97,-48
12200,-8,-57
12201,-100,-51
12202,-21,-70
12203,-79,-30
12204,-8,-57
12205,-24,-73
12206,-79,-30
12207,-99,-99
12208,-109,-60
12209,-64,-113
12210,-79,-30
12211,-26,-75
12212,-61,-12
12213,-28,-77
12214,-82,-33
12215,-7,-56
12216,-62,-13
12217,-26,-75
12218,-72,-23
12219,-7,-56
12220,-61,-12
12221,-71,-22
12222,-82,-33
12223,-123,-74
12224,-76,-125
12225,-12,-61
12226,-56,-7
12227,-37,-86
12228,-95,-46
12229,-32,-81
12230,-60,-11
12231,-30,-79
12232,-80,-31
12233,-16,-65
12234,-28,-77
12235,-15,-64
12236,-74,-25
12237,-89,-40
12238,-7,-56
12239,-89,-40
12240,-7,-56
12241,-23,-72
12242,-50,-99
12243,-91,-42
12244,-19,-68
12245,-53,-102
12246,-21,-70
12247,-20,-69
12248,-8,-57
12249,-60,-11
12250,-67,-18
12251,-89,-40
12252,-40,-89
12253,-23,-72
12254,-32,-81
12255,-24,-73
12256,-5,-54
12257,-101,-52
12258,-96,-47
12259,-58,-58
12260,-4,-53
12261,-61,-12
12262,-60,-109
12263,-84,-35
12264,-67,-18
12265,-4,-53
12266,-56,-7
12267,-10,-59
12268,-24,-73
12269,-25,-74
12270,-30,-79
12271,-61,-12
12272,-78,-29
12273,-28,-77
12274,-14,-63
12275,-71,-22
12276,-33,-82
12277,-7,-56
12278,-78,-29
12279,-22,-71
12280,-12,-61
12281,-47,-96
12282,-38,-87
12283,-68,-19
12284,-85,-36
12285,-74,-25
12286,-23,-72
12287,-12,-61
12288,-17,-66
12289,-66,-17
12290,-25,-74
12291,-126,-77
12292,-23,-72
12293,-19,-68
12294,-56,-7
12295,-62,-13
12296,-104,-55
12297,-70,-21
12298,-5,-54
12299,-33,-82
12300,-23,-72
12301,-57,-106
12302,-37,-86
12303,-38,-87
12304,-75,-26
12305,-65,-16
12306,-22,-71
12307,-67,-18
12308,-90,-41
12309,-17,-66
12310,-19,-68
12311,-80,-31
12312,-64,-15
12313,-19,-68
12314,-17,-66
12315,-13,-62
12316,-20,-69
12317,-95,-46
12318,-53,-4
12319,-59,-10
12320,-63,-14
12321,-72,-23
12322,-13,-62
12323,-63,-14
12324,-12,-61
12325,-32,-81
12326,-17,-66
12327,-69,-20
12328,-103,-54
12329,-64,-15
12330,-23,-72
12331,-46,-95
12332,-60,-11
12333,-64,-64
12334,-33,-82
12335,-70,-21
12336,-56,-7
12337,-7,-56
12338,-28,-77
12339,-46,-95
12340,-6,-55
12341,-68,-19
12342,-7,-56
12343,-80,-31
12344,-14,-63
12345,-65,-16
12346,-107,-156
12347,-37,-86
12348,-6,-55
12349,-31,-80
12350,-31,-80
12351,-58,-9
12352,-53,-4
12353,-17,-66
12354,-58,-9
12355,-72,-23
12356,-78,-29
12357,-12,-61
12358,-96,-47
12359,-61,-110
12360,-51,-100
12361,-24,-73
12362,-30,-79
12363,-23,-72
12364,-8,-57
12365,-12,-61
12366,-38,-87
12367,-73,-24
12368,-72,-23
12369,-24,-73
12370,-67,-18
12371,-6,-55
12372,-44,-93
12373,-20,-69
12374,-164,-115
12375,-8,-57
12376,-37,-86
12377,-57,-8
12378,-84,-35
12379,-9,-58
12380,-95,-46
12381,-18,-67
12382,-10,-59
12383,-24,-73
12384,-18,-67
12385,-85,-36
12386,-66,-17
12387,-13,-62
12388,-10,-59
12389,-72,-23
12390,-25,-74
12391,-54,-103
12392,-62,-13
12393,-42,-91
12394,-74,-123
12395,-29,-78
12396,-65,-16
12397,-66,-17
12398,-19,-68
12399,-81,-32
12400,-77,-28
12401,-61,-12
12402,-50,-99
12403,-54,-5
12404,-57,-106
12405,-37,-86
12406,-111,-62
12407,-8,-57
12408,-19,-68
12409,-22,-71
12410,-55,-6
12411,-72,-23
12412,-92,-43
12413,-30,-79
12414,-60,-60
12415,-19,-68
12416,-126,-77
12417,-64,-15
12418,-66,-17
12419,-44,-93
12420,-23,-72
12421,-51,-100
12422,-59,-10
12423,-11,-60
12424,-61,-110
12425,-43,-92
12426,-47,-96
12427,-61,-12
12428,-94,-45
12429,-23,-72
12430,-70,-21
12431,-44,-93
12432,-61,-12
12433,-25,-74
12434,-81,-32
12435,-20,-69
12436,-14,-63
12437,-62,-13
12438,-60,-11
12439,-8,-57
12440,-94,-45
12441,-10,-59
12442,-55,-6
12443,-83,-34
12444,-9,-58
12445,-65,-16
12446,-83,-34
12447,-66,-17
12448,-22,-71
12449,-81,-32
12450,-36,-85
12451,-74,-25
12452,-11,-60
12453,-37,-86
12454,-55,-6
12455,-44,-93
12456,-4,-53
12457,-25,-74
12458,-28,-77
12459,-70,-21
12460,-22,-71
12461,-57,-8
12462,-24,-73
12463,-48,-97
12464,-24,-73
12465,-5,-54
12466,-35,-84
12467,-41,-90
12468,-13,-62
12469,-29,-78
12470,-5,-54
12471,-90,-41
12472,-66,-17
12473,-29,-78
12474,-69,-20
12475,-13,-62
12476,-74,-25
12477,-10,-59
12478,-29,-78
12479,-24,-73
12480,-10,-59
12481,-23,-72
12482,-33,-82
12483,-74,-25
12484,-57,-8
12485,-23,-72
12486,-13,-62
12487,-32,-81
12488,-79,-30
12489,-69,-20
12490,-66,-66
12491,-20,-69
12492,-66,-17
12493,-27,-76
12494,-57,-8
12495,-71,-22
12496,-42,-91
12497,-89,-40
12498,-83,-34
12499,-106,-155
12500,-19,-68
12501,-38,-87
12502,-60,-109
12503,-57,-106
12504,-23,-72
12505,-102,-53
12506,-40,-89
12507,-17,-66
12508,-22,-71
12509,-80,-31
12510,-60,-11
12511,-93,-44
12512,-44,-93
12513,-83,-34
12514,-27,-76
12515,-76,-27
12516,-10,-59
12517,-67,-18
12518,-9,-58
12519,-20,-69
12520,-81,-32
12521,-78,-29
12522,-15,-64
12523,-11,-60
12524,-26,-75
12525,-76,-27
12526,-15,-64
12527,-65,-114
12528,-77,-28
12529,-18,-67
12530,-15,-64
12531,-20,-69
12532,-18,-67
12533,-10,-59
12534,-12,-61
12535,-112,-63
12536,-61,-12
12537,-81,-32
12538,-74,-25
12539,-64,-15
12540,-11,-60
12541,-78,-29
12542,-6,-55
12543,-8,-57
12544,-78,-29
12545,-53,-102
12546,-7,-56
12547,-31,-80
12548,-48,-97
12549,-33,-82
12550,-10,-59
12551,-32,-81
12552,-5,-54
12553,-8,-57
12554,-68,-19
12555,-74,-25
12556,-33,-82
12557,-109,-109
12558,-61,-12
12559,-67,-18
12560,-102,-53
12561,-59,-10
12562,-6,-55
12563,-81,-81
12564,-106,-57
12565,-99,-148
12566,-28,-77
12567,-57,-106
12568,-76,-27
12569,-101,-52
12570,-8,-57
12571,-51,-100
12572,-43,-92
12573,-56,-7
12574,-30,-79
12575,-74,-25
12576,-33,-82
12577,-93,-44
12578,-81,-32
12579,-11,-60
12580,-64,-15
12581,-22,-71
12582,-62,-13
12583,-19,-68
12584,-8,-57
12585,-21,-70
12586,-7,-56
12587,-20,-69
12588,-83,-34
12589,-11,-60
12590,-41,-90
12591,-9,-58
12592,-80,-129
12593,-81,-32
12594,-51,-100
12595,-9,-58
12596,-24,-73
12597,-9,-58
12598,-63,-14
12599,-13,-62
12600,-79,-30
12601,-30,-79
12602,-12,-61
12603,-81,-32
12604,-19,-68
12605,-9,-58
12606,-61,-12
12607,-71,-22
12608,-72,-23
12609,-34,-83
12610,-92,-43
12611,-108,-59
12612,-25,-74
12613,-29,-78
12614,-63,-14
12615,-39,-88
12616,-8,-57
12617,-57,-106
12618,-4,-53
12619,-18,-67
12620,-54,-5
12621,-33,-82
12622,-12,-61
12623,-42,-91
12624,-40,-89
12625,-63,-14
12626,-41,-90
12627,-29,-78
12628,-73,-24
12629,-23,-72
12630,-11,-60
12631,-23,-72
12632,-9,-58
12633,-63,-14
12634,-25,-74
12635,-13,-62
12636,-37,-86
12637,-70,-21
12638,-86,-37
12639,-60,-11
12640,-66,-17
12641,-81,-32
12642,-20,-69
12643,-56,-7
12644,-41,-90
12645,-41,-90
12646,-11,-60
12647,-20,-69
12648,-116,-67
12649,-70,-21
12650,-21,-70
12651,-61,-12
12652,-80,-80
12653,-82,-33
12654,-6,-55
12655,-23,-72
12656,-78,-29
12657,-48,-97
12658,-57,-8
12659,-40,-89
12660,-74,-25
12661,-111,-62
12662,-27,-76
12663,-64,-15
12664,-27,-76
12665,-61,-12
12666,-71,-22
12667,-18,-67
12668,-80,-31
12669,-27,-76
12670,-24,-73
12671,-66,-17
12672,-22,-71
12673,-16,-65
12674,-45,-94
12675,-66,-17
12676,-117,-68
12677,-6,-55
12678,-82,-33
12679,-12,-61
12680,-40,-89
12681,-18,-67
12682,-24,-73
12683,-21,-70
12684,-77,-126
12685,-33,-82
12686,-21,-70
12687,-17,-66
12688,-12,-61
12689,-92,-92
12690,-9,-58
12691,-9,-58
12692,-14,-63
12693,-74,-123
12694,-13,-62
12695,-114,-65
12696,-17,-66
12697,-64,-15
12698,-8,-57
12699,-42,-91
12700,-31,-80
12701,-24,-73
12702,-12,-61
12703,-31,-80
12704,-63,-14
12705,-15,-64
12706,-18,-67
12707,-25,-74
12708,-33,-82
12709,-34,-83
12710,-89,-40
12711,-6,-55
12712,-105,-56
12713,-30,-79
12714,-54,-54
12715,-15,-64
12716,-31,-80
12717,-38,-87
12718,-18,-67
12719,-26,-75
12720,-61,-12
12721,-87,-136
12722,-23,-72
12723,-44,-93
12724,-58,-9
12725,-81,-32
12726,-6,-55
12727,-72,-23
12728,-10,-59
12729,-61,-12
12730,-71,-22
12731,-17,-66
12732,-29,-78
12733,-42,-91
12734,-20,-69
12735,-17,-66
12736,-65,-16
12737,-59,-10
12738,-11,-60
12739,-69,-20
12740,-29,-78
12741,-34,-83
12742,-73,-24
12743,-100,-51
12744,-4,-53
12745,-67,-18
12746,-135,-86
12747,-66,-17
12748,-19,-68
12749,-61,-12
12750,-38,-87
12751,-57,-106
12752,-47,-96
12753,-35,-84
12754,-72,-23
12755,-58,-9
12756,-16,-65
12757,-66,-17
12758,-81,-32
12759,-61,-12
12760,-90,-90
12761,-12,-61
12762,-16,-65
12763,-15,-64
12764,-65,-16
12765,-24,-73
12766,-19,-68
12767,-59,-10
12768,-60,-11
12769,-36,-85
12770,-60,-11
12771,-31,-80
12772,-18,-67
12773,-83,-34
12774,-62,-13
12775,-14,-63
12776,-39,-88
12777,-17,-66
12778,-34,-83
12779,-27,-76
12780,-32,-81
12781,-12,-61
12782,-59,-10
12783,-107,-58
12784,-88,-39
12785,-101,-52
12786,-76,-27
12787,-60,-11
12788,-17,-66
12789,-73,-122
12790,-212,-56
12791,-25,-74
12792,-29,-78
12793,-16,-65
12794,-10,-59
12795,-18,-67
12796,-13,-62
12797,-79,-30
12798,-58,-9
12799,-81,-32
12800,-37,-86
12801,-123,-123
12802,-31,-80
12803,-72,-23
12804,-69,-20
12805,-61,-12
12806,-54,-5
12807,-6,-55
12808,-125,-76
12809,-60,-109
12810,-61,-110
12811,-45,-94
12812,-71,-22
12813,-69,-20
12814,-37,-86
12815,-51,-100
12816,-100,-51
12817,-58,-9
12818,-20,-69
12819,-7,-56
12820,-55,-6
12821,-21,-70
12822,-137,-88
12823,-61,-61
12824,-69,-20
12825,-10,-59
12826,-38,-87
12827,-91,-42
12828,-64,-15
12829,-82,-33
12830,-19,-68
12831,-36,-85
12832,-8,-57
12833,-6,-55
12834,-39,-88
12835,-65,-16
12836,-70,-21
12837,-53,-102
12838,-55,-6
12839,-34,-83
12840,-88,-137
12841,-98,-49
12842,-56,-7
12843,-21,-70
12844,-7,-56
12845,-63,-112
12846,-64,-15
12847,-99,-50
12848,-27,-76
12849,-29,-78
12850,-61,-12
12851,-57,-8
12852,-14,-63
12853,-33,-82
12854,-32,-81
12855,-6,-55
12856,-8,-57
12857,-58,-9
12858,-16,-65
12859,-60,-11
12860,-24,-73
12861,-72,-121
12862,-82,-33
12863,-97,-48
12864,-84,-35
12865,-21,-70
12866,-14,-63
12867,-44,-93
12868,-76,-27
12869,-84,-35
12870,-27,-76
12871,-33,-82
12872,-68,-19
12873,-65,-16
12874,-39,-88
12875,-27,-76
12876,-64,-15
12877,-11,-60
12878,-10,-59
12879,-32,-81
12880,-68,-19
12881,-63,-14
12882,-80,-31
12883,-124,-75
12884,-87,-38
12885,-75,-26
12886,-9,-58
12887,-53,-4
12888,-61,-12
12889,-83,-34
12890,-68,-19
12891,-56,-7
12892,-80,-31
12893,-87,-38
12894,-61,-12
12895,-6,-55
12896,-13,-62
12897,-32,-81
12898,-14,-63
12899,-20,-69
12900,-59,-10
12901,-14,-63
12902,-66,-17
12903,-58,-9
12904,-13,-62
12905,-9,-58
12906,-49,-98
12907,-116,-67
12908,-4,-53
12909,-88,-39
12910,-30,-79
12911,-87,-38
12912,-16,-65
12913,-72,-23
12914,-13,-62
12915,-29,-78
12916,-36,-85
12917,-56,-105
12918,-37,-86
12919,-9,-58
12920,-58,-9
12921,-65,-16
12922,-46,-95
12923,-64,-64
12924,-106,-155
12925,-10,-59
12926,-63,-14
12927,-56,-7
12928,-60,-11
12929,-33,-82
12930,-71,-22
12931,-4,-53
12932,-24,-73
12933,-20,-69
12934,-88,-39
12935,-4,-53
12936,-57,-8
12937,-75,-26
12938,-29,-78
12939,-12,-61
12940,-13,-62
12941,-33,-82
12942,-62,-13
12943,-63,-14
12944,-22,-71
12945,-6,-55
12946,-70,-21
12947,-44,-93
12948,-21,-70
12949,-71,-22
12950,-81,-32
12951,-28,-77
12952,-12,-61
12953,-4,-53
12954,-29,-78
12955,-33,-82
12956,-42,-91
12957,-14,-63
12958,-63,-14
12959,-95,-46
12960,-31,-80
12961,-13,-62
12962,-9,-58
12963,-29,-78
12964,-71,-120
12965,-33,-82
12966,-10,-59
12967,-6,-55
12968,-22,-71
12969,-27,-76
12970,-28,-77
12971,-14,-63
12972,-13,-62
12973,-31,-80
12974,-13,-62
12975,-26,-75
12976,-53,-102
12977,-100,-51
12978,-15,-64
12979,-60,-11
12980,-10,-59
12981,-60,-11
12982,-18,-67
12983,-83,-34
12984,-41,-90
12985,-37,-86
12986,-92,-43
12987,-68,-19
12988,-65,-16
12989,-17,-66
12990,-53,-4
12991,-83,-34
12992,-40,-89
12993,-24,-73
12994,-69,-20
12995,-95,-46
12996,-75,-26
12997,-58,-9
12998,-83,-34
12999,-30,-79
13000,-18,-67
13001,-7,-56
13002,-17,-66
13003,-60,-11
13004,-76,-27
13005,-72,-23
13006,-8,-57
13007,-54,-5
13008,-59,-10
13009,-86,-37
13010,-16,-65
13011,-37,-86
13012,-70,-21
13013,-15,-64
13014,-10,-59
13015,-21,-70
13016,-72,-23
13017,-55,-6
13018,-35,-84
13019,-72,-23
13020,-91,-140
13021,-66,-17
13022,-64,-15
13023,-85,-36
13024,-17,-66
13025,-23,-72
13026,-54,-5
13027,-5,-54
13028,-5,-54
13029,-9,-58
13030,-72,-23
13031,-15,-64
13032,-56,-7
13033,-136,-87
13034,-72,-121
13035,-125,-174
13036,-20,-69
13037,-63,-14
13038,-68,-117
13039,-12,-61
13040,-31,-80
13041,-10,-59
13042,-42,-91
13043,-5,-54
13044,-66,-17
13045,-70,-21
13046,-30,-79
13047,-61,-12
13048,-7,-56
13049,-40,-89
13050,-23,-72
13051,-20,-69
13052,-9,-58
13053,-51,-100
13054,-68,-19
13055,-62,-13
13056,-83,-34
13057,-12,-61
13058,-88,-39
13059,-24,-73
13060,-11,-60
13061,-67,-18
13062,-67,-18
13063,-16,-65
13064,-38,-87
13065,-18,-67
13066,-6,-55
13067,-48,-97
13068,-39,-88
13069,-29,-78
13070,-9,-58
13071,-9,-58
13072,-69,-20
13073,-107,-58
13074,-27,-76
13075,-74,-25
13076,-7,-56
13077,-61,-12
13078,-79,-30
13079,-59,-10
13080,-67,-116
13081,-68,-19
13082,-14,-63
13083,-17,-66
13084,-141,-92
13085,-88,-39
13086,-37,-86
13087,-24,-73
13088,-7,-56
13089,-9,-58
13090,-86,-37
13091,-12,-61
13092,-31,-80
13093,-24,-73
13094,-64,-15
13095,-11,-60
13096,-17,-66
13097,-30,-79
13098,-20,-69
13099,-119,-70
13100,-63,-14
13101,-21,-70
13102,-64,-15
13103,-53,-102
13104,-6,-55
13105,-57,-8
13106,-61,-12
13107,-21,-70
13108,-72,-72
13109,-44,-93
13110,-29,-78
13111,-73,-24
13112,-44,-93
13113,-103,-54
13114,-35,-84
13115,-13,-62
13116,-23,-72
13117,-45,-94
13118,-31,-80
13119,-67,-18
13120,-59,-10
13121,-16,-65
13122,-39,-88
13123,-16,-65
13124,-69,-20
13125,-66,-17
13126,-36,-85
13127,-128,-79
13128,-87,-38
13129,-68,-19
13130,-67,-18
13131,-13,-62
13132,-17,-66
13133,-37,-86
13134,-4,-53
13135,-7,-56
13136,-25,-74
13137,-65,-16
13138,-8,-57
13139,-12,-61
13140,-90,-41
13141,-21,-70
13142,-78,-29
13143,-54,-5
13144,-35,-84
13145,-20,-69
13146,-8,-57
13147,-26,-75
13148,-29,-78
13149,-59,-59
13150,-33,-82
13151,-74,-25
13152,-10,-59
13153,-65,-16
13154,-22,-71
13155,-35,-84
13156,-14,-63
13157,-66,-17
13158,-9,-58
13159,-31,-80
13160,-32,-81
13161,-75,-75
13162,-19,-68
13163,-66,-115
13164,-77,-28
13165,-19,-68
13166,-9,-58
13167,-18,-67
13168,-97,-48
13169,-65,-16
13170,-29,-78
13171,-67,-18
13172,-64,-15
13173,-59,-10
13174,-16,-65
13175,-97,-146
13176,-18,-67
13177,-19,-68
13178,-66,-115
13179,-15,-64
13180,-20,-69
13181,-10,-59
13182,-67,-18
13183,-33,-82
13184,-72,-23
13185,-66,-17
13186,-26,-75
13187,-19,-68
13188,-70,-21
13189,-34,-83
13190,-65,-16
13191,-38,-87
13192,-20,-69
13193,-53,-4
13194,-22,-71
13195,-8,-57
13196,-9,-58
13197,-53,-4
13198,-37,-86
13199,-33,-82
13200,-80,-31
13201,-60,-11
13202,-61,-12
13203,-127,-78
13204,-34,-83
13205,-11,-60
13206,-24,-73
13207,-55,-6
13208,-22,-71
13209,-8,-57
13210,-5,-54
13211,-62,-62
13212,-17,-66
13213,-47,-96
13214,-53,-4
13215,-51,-100
13216,-15,-64
13217,-26,-75
13218,-77,-28
13219,-55,-6
13220,-80,-31
13221,-69,-20
13222,-64,-113
13223,-14,-63
13224,-7,-56
13225,-59,-10
13226,-44,-93
13227,-14,-63
13228,-22,-71
13229,-96,-47
13230,-60,-11
13231,-76,-27
13232,-81,-32
13233,-16,-65
13234,-106,-106
13235,-72,-23
13236,-71,-120
13237,-53,-102
13238,-71,-22
13239,-44,-93
13240,-28,-77
13241,-23,-72
13242,-93,-44
13243,-85,-36
13244,-64,-15
13245,-4,-53
13246,-58,-9
13247,-13,-62
13248,-22,-71
13249,-14,-63
13250,-127,-78
13251,-67,-18
13252,-23,-72
13253,-59,-10
13254,-60,-11
13255,-67,-18
13256,-27,-76
13257,-29,-78
13258,-20,-69
13259,-21,-70
13260,-21,-70
13261,-18,-67
13262,-68,-19
13263,-20,-69
13264,-26,-75
13265,-106,-57
13266,-20,-69
13267,-8,-57
13268,-59,-10
13269,-53,-4
13270,-99,-50
13271,-7,-56
13272,-39,-88
13273,-62,-13
13274,-4,-53
13275,-82,-33
13276,-58,-9
13277,-15,-64
13278,-8,-57
13279,-77,-28
13280,-57,-8
13281,-89,-40
13282,-66,-17
13283,-63,-14
13284,-6,-55
13285,-66,-17
13286,-10,-59
13287,-46,-95
13288,-65,-16
13289,-18,-67
13290,-14,-63
13291,-12,-61
13292,-11,-60
13293,-95,-46
13294,-62,-13
13295,-126,-77
13296,-66,-17
13297,-72,-23
13298,-90,-41
13299,-61,-110
13300,-64,-15
13301,-105,-56
13302,-68,-19
13303,-65,-16
13304,-68,-19
13305,-32,-81
13306,-46,-95
13307,-7,-56
13308,-45,-94
13309,-48,-97
13310,-42,-91
13311,-113,-64
13312,-72,-23
13313,-31,-80
13314,-15,-64
13315,-13,-62
13316,-27,-76
13317,-14,-63
13318,-7,-56
13319,-54,-5
13320,-38,-87
13321,-31,-80
13322,-26,-75
13323,-20,-69
13324,-83,-34
13325,-63,-14
13326,-10,-59
13327,-30,-79
13328,-55,-104
13329,-61,-12
13330,-27,-76
13331,-62,-13
13332,-64,-15
13333,-21,-70
13334,-12,-61
13335,-55,-6
13336,-28,-77
13337,-7,-56
13338,-9,-58
13339,-61,-12
13340,-53,-4
13341,-23,-72
13342,-58,-9
13343,-36,-85
13344,-83,-132
13345,-16,-65
13346,-104,-55
13347,-59,-10
13348,-5,-54
13349,-21,-70
13350,-72,-23
13351,-91,-42
13352,-83,-34
13353,-56,-105
13354,-8,-57
13355,-80,-31
13356,-10,-59
13357,-88,-137
13358,-53,-102
13359,-52,-101
13360,-18,-67
13361,-10,-59
13362,-36,-85
13363,-37,-86
13364,-58,-9
13365,-76,-27
13366,-63,-14
13367,-10,-59
13368,-21,-70
13369,-133,-84
13370,-8,-57
13371,-83,-34
13372,-20,-69
13373,-45,-94
13374,-119,-70
13375,-82,-33
13376,-58,-9
13377,-54,-103
13378,-5,-54
13379,-5,-54
13380,-25,-74
13381,-13,-62
13382,-58,-9
13383,-6,-55
13384,-12,-61
13385,-63,-14
13386,-109,-60
13387,-12,-61
13388,-56,-7
13389,-72,-23
13390,-74,-25
13391,-100,-51
13392,-71,-22
13393,-14,-63
13394,-86,-37
13395,-54,-5
13396,-93,-44
13397,-54,-103
13398,-97,-48
13399,-28,-77
13400,-83,-34
13401,-12,-61
13402,-99,-50
13403,-24,-73
13404,-44,-93
13405,-40,-89
13406,-91,-42
13407,-114,-114
13408,-29,-78
13409,-19,-68
13410,-20,-69
13411,-62,-13
13412,-54,-5
13413,-76,-27
13414,-74,-25
13415,-30,-79
13416,-27,-76
13417,-59,-10
13418,-12,-61
13419,-86,-37
13420,-83,-34
13421,-8,-57
13422,-27,-76
13423,-11,-60
13424,-13,-62
13425,-69,-20
13426,-18,-67
13427,-68,-117
13428,-6,-55
13429,-95,-46
13430,-70,-21
13431,-14,-63
13432,-73,-24
13433,-10,-59
13434,-65,-114
13435,-85,-36
13436,-91,-42
13437,-11,-60
13438,-94,-94
13439,-26,-75
13440,-75,-26
13441,-60,-11
13442,-77,-126
13443,-17,-66
13444,-34,-83
13445,-5,-54
13446,-74,-25
13447,-74,-25
13448,-62,-13
13449,-17,-66
13450,-15,-64
13451,-30,-79
13452,-112,-63
13453,-69,-118
13454,-11,-60
13455,-96,-47
13456,-48,-97
13457,-74,-25
13458,-60,-11
13459,-104,-55
13460,-80,-129
13461,-40,-89
13462,-61,-12
13463,-4,-53
13464,-15,-64
13465,-75,-26
13466,-64,-15
13467,-12,-61
13468,-19,-68
13469,-99,-50
13470,-11,-60
13471,-12,-61
13472,-11,-60
13473,-6,-55
13474,-53,-102
13475,-50,-99
13476,-75,-26
13477,-8,-57
13478,-29,-78
13479,-10,-59
13480,-40,-89
13481,-42,-91
13482,-21,-70
13483,-82,-33
13484,-22,-71
13485,-15,-64
13486,-9,-58
13487,-56,-7
13488,-62,-13
13489,-10,-59
13490,-60,-11
13491,-35,-84
13492,-58,-9
13493,-69,-20
13494,-19,-68
13495,-35,-84
13496,-76,-27
13497,-16,-65
13498,-50,-99
13499,-10,-59
13500,-61,-110
13501,-75,-26
13502,-16,-65
13503,-15,-64
13504,-56,-7
13505,-60,-109
13506,-8,-57
13507,-14,-63
13508,-9,-58
13509,-40,-89
13510,-22,-71
13511,-90,-41
13512,-73,-24
13513,-8,-57
13514,-62,-13
13515,-28,-77
13516,-9,-58
13517,-40,-89
13518,-55,-6
13519,-78,-29
13520,-50,-99
13521,-59,-10
13522,-66,-17
13523,-5,-54
13524,-47,-96
13525,-7,-56
13526,-140,-91
13527,-61,-12
13528,-56,-7
13529,-11,-60
13530,-8,-57
13531,-29,-78
13532,-12,-61
13533,-53,-4
13534,-9,-58
13535,-84,-35
13536,-68,-19
13537,-76,-27
13538,-22,-71
13539,-53,-102
13540,-26,-75
13541,-5,-54
13542,-6,-55
13543,-12,-61
13544,-40,-89
13545,-72,-23
13546,-63,-14
13547,-65,-16
13548,-70,-70
13549,-98,-49
13550,-15,-64
13551,-13,-62
13552,-16,-65
13553,-9,-58
13554,-7,-56
13555,-140,-91
13556,-10,-59
13557,-159,4
13558,-13,-62
13559,-42,-91
13560,-111,-160
13561,-86,-37
13562,-22,-71
13563,-42,-91
13564,-8,-57
13565,-79,-30
13566,-79,-30
13567,-70,-21
13568,-96,-145
13569,-13,-62
13570,-26,-75
13571,-76,-27
13572,-22,-71
13573,-65,-114
13574,-69,-20
13575,-9,-58
13576,-59,-108
13577,-87,-38
13578,-58,-9
13579,-32,-81
13580,-8,-57
13581,-8,-57
13582,-12,-61
13583,-60,-11
13584,-112,-63
13585,-28,-77
13586,-78,-29
13587,-91,-42
13588,-14,-63
13589,-87,-38
13590,-33,-82
13591,-38,-87
13592,-70,-21
13593,-4,-53
13594,-77,-28
13595,-59,-10
13596,-20,-69
13597,-84,-35
13598,-85,-36
13599,-37,-86
13600,-12,-61
13601,-73,-24
13602,-40,-89
13603,-22,-71
13604,-15,-64
13605,-33,-82
13606,-6,-55
13607,-60,-11
13608,-21,-70
13609,-23,-72
13610,-6,-55
13611,-66,-17
13612,-17,-66
13613,-14,-63
13614,-57,-8
13615,-57,-8
13616,-26,-75
13617,-58,-9
13618,-65,-16
13619,-73,-24
13620,-109,-60
13621,-92,-43
13622,-78,-29
13623,-84,-35
13624,-42,-91
13625,-21,-70
13626,-93,-44
13627,-137,-88
13628,-58,-9
13629,-4,-53
13630,-60,-11
13631,-67,-18
13632,-67,-18
13633,-69,-20
13634,-105,-56
13635,-88,-39
13636,-36,-85
13637,-11,-60
13638,-71,-22
13639,-23,-72
13640,-14,-63
13641,-95,-46
13642,-38,-87
13643,-70,-21
13644,-8,-57
13645,-41,-90
13646,-56,-7
13647,-68,-19
13648,-18,-67
13649,-16,-65
13650,-8,-57
13651,-85,-36
13652,-37,-86
13653,-55,-6
13654,-35,-84
13655,-25,-74
13656,-40,-89
13657,-93,-44
13658,-9,-58
13659,-18,-67
13660,-121,-72
13661,-27,-76
13662,-48,-97
13663,-55,-6
13664,-68,-19
13665,-56,-7
13666,-55,-104
13667,-69,-20
13668,-85,-36
13669,-72,-23
13670,-74,-25
13671,-17,-66
13672,-23,-72
